id,S
H480,0.20206763698072241
H481,0.5798149300878842
H482,0.008097771673167253
H483,0.572586198436627
H484,0.5807889948820947
H485,0.2265008748103191
H486,0.016828902034282976
H487,0.5515677156044795
H488,0.19619384662203534
H489,0.8015912695494666
H490,0.8276940136266214
H491,0.6201151003056722
H492,0.6675141368449737
H493,0.3166209160004893
H494,0.5143234361073156
H495,0.001992078809274061
H496,0.77105476900061
H497,0.43342513274653427
H498,0.19438810915619054
H499,0.0013935798713706168
H500,0.4258298203410121
H501,0.2484599314933993
H502,0.7948103360030194
H503,0.5469126767148496
H504,0.36853195348381645
H505,0.17743871560725422
H506,0.7556488029593422
H507,0.06490061603963265
H508,0.7993606112024776
H509,0.21031880697379962
H510,0.554124306003275
H511,0.7743304931059589
H512,0.16063670538995675
H513,0.2944817692951557
H514,0.07739321896956909
H515,0.11415054303262419
H516,0.6384390687267825
H517,0.7132735940100331
H518,0.29259184508723174
H519,0.044217816735856695
H520,0.11735484802136506
H521,0.43087189730539477
H522,0.7963031378646065
H523,0.35258457937474164
H524,0.7793821080702791
H525,0.005582903848697646
H526,0.007741874199396851
H527,0.5226341140906097
H528,0.7565495131685578
H529,0.14788378863425036
H530,0.8227742734640536
H531,0.5451598694192085
H532,0.15369369393127152
H533,0.775126884165769
H534,0.5504520783070601
H535,0.16608697169754025
H536,0.06982555225691518
H537,0.6220370939798058
H538,0.013796447794407906
H539,0.010825657946086484
H540,0.6974004554400902
H541,0.27820954492499994
H542,0.3816042180148877
H543,0.5125320014746804
H544,0.63955431533495
H545,0.8080609900543948
H546,0.6525471146618581
H547,0.004338389560096853
H548,0.8226901505305346
H549,0.11051527247808667
H550,0.819993850855444
H551,0.6886121450821128
H552,0.8064896658990368
H553,0.5233017271156069
H554,0.03747635108124363
H555,0.7248868760878387
H556,0.7374606275789942
H557,0.45926155131693647
H558,0.007376631464243334
H559,0.2585614940924426
H560,0.6952915398475903
H561,0.7958459164951731
H562,0.2823766005869388
H563,0.14120185376890912
H564,0.6683750275238284
H565,0.00039431508143349445
H566,0.4057796901761943
H567,0.07724231207035953
H568,0.0981676585231048
H569,0.3032206686163379
H570,0.16203424708090924
H571,0.6122546942954008
H572,0.08507734033047708
H573,0.6402288493041365
H574,0.7464718912796882
H575,0.6001554577933356
H576,0.04240223664173575
H577,0.7542097616445416
H578,0.19400528391861188
H579,0.44228963772385793
H580,0.21269405960174959
H581,0.2639215533083949
H582,0.023813341736822296
H583,0.1842265089441404
H584,0.6862874325012334
H585,0.13054030364333827
H586,0.31990955336563526
H587,0.01559041100101233
H588,0.5112733309810026
H589,0.05249883050257707
H590,0.2461993755934978
H591,0.8167973726065715
H592,0.16058714826041132
H593,0.03186415630492178
H594,0.030691708957140875
H595,0.557110956452332
H596,0.6411117994745003
H597,0.407243430621182
H598,0.1470808804520401
H599,0.13310054137336083
H600,0.7371468854946592
H601,0.0007925755607810238
H602,0.7768020038474981
H603,0.712956746110894
H604,0.649000239973801
H605,0.002753047497326824
H606,0.01476425787592764
H607,0.8152368525147624
H608,0.21591732300514782
H609,0.8308611987221838
H610,0.6616453498024439
H611,0.4918314886729915
H612,0.24238587150007196
H613,0.7427510766951961
H614,0.8072942200971807
H615,0.5522927181580849
H616,0.3908758003556964
H617,0.040688949607683565
H618,0.007305031295829615
H619,0.8055227391338498
H620,0.11555754852254747
H621,0.8038822020545007
H622,0.8101252434869636
H623,0.39809687693216894
H624,0.6564565470622284
H625,0.3807273549587684
H626,0.3542317290016394
H627,0.8401011746777801
H628,0.7709083959561354
H629,0.678340836758734
H630,0.10943000341442001
H631,0.5703158681372347
H632,0.8193460645445985
H633,0.16882434213958242
H634,0.35752802764840763
H635,0.24811890320207183
H636,0.3849290644798704
H637,0.401956006328921
H638,0.09788991327801941
H639,0.05625500896055894
H640,0.4248053164035443
H641,0.755028882332115
H642,0.7652778316186141
H643,0.14620482100704185
H644,0.4291836612531185
H645,0.4784502180528318
H646,0.03836428295556285
H647,0.11721517212493769
H648,0.8004379564266559
H649,0.16964365098415365
H650,0.44337944192645873
H651,0.7031106419646648
H652,0.790383456023104
H653,0.8238756493666353
H654,0.26264904271549416
H655,0.6499294078364668
H656,0.017434642707966484
H657,0.4203855048685174
H658,0.7235819126983448
H659,0.7440989180473548
H660,0.49652478659633614
H661,0.3906448048960372
H662,0.0014185550732448411
H663,0.6932918742361952
H664,0.7170987656046995
H665,0.467782526046098
H666,0.351112186625562
H667,0.7401822609946438
H668,0.5164432329602333
H669,0.7518668581184053
H670,0.5368876872959413
H671,0.4971056430649755
H672,0.3529407278292606
H673,0.03085504957688268
H674,0.22361318435796568
H675,0.022746792403215716
H676,0.26350314583794526
H677,0.7937023060235173
H678,0.8156727699218136
H679,0.3362678030835038
H680,0.08133619520968496
H681,0.5217569284211893
H682,0.48820284467992053
H683,0.7659279194364645
H684,0.5640864556808703
H685,0.3952911160493496
H686,0.575513660897334
H687,0.08697099496101998
H688,0.4348776929141296
H689,0.7605499226925302
H690,0.7989144739816971
H691,0.011057401852034595
H692,0.8200666043070775
H693,0.727242322133489
H694,0.7622565401026228
H695,0.6789666266351305
H696,0.22848467771258246
H697,0.5401492596914471
H698,0.7389453832617476
H699,0.6468545500313984
H700,0.08572173218253475
H701,0.18369062560013255
H702,0.1038911857774062
H703,0.396975407139194
H704,0.07678405537650602
H705,0.5348535946583196
H706,0.7505976244863385
H707,0.7240011916137407
H708,0.7179854522968346
H709,0.1086293606331444
H710,0.4451392548945491
H711,0.03798960126763158
H712,0.12121975048547888
H713,0.29121845196897084
H714,0.036476949409618264
H715,0.37742250747757605
H716,0.6063125882968871
H717,0.08946511514062835
H718,0.7725813973688889
H719,0.22768607239218472
H720,0.7907027766954854
H721,0.419799502287604
H722,0.7288346380832034
H723,0.6745606329963824
H724,0.006374727727325773
H725,0.1998608572121872
H726,0.8260367390615918
H727,0.006858249988334603
H728,0.19832579861186628
H729,0.44336949063015196
H730,0.0586091287264776
H731,0.5538644707755385
H732,0.5513600719408612
H733,0.06461955224863301
H734,0.4994480750101766
H735,0.6331797792311947
H736,0.013150494419257718
H737,0.01675892225987148
H738,0.37818877213233687
H739,0.0035848037361076958
H740,0.5115575363989364
H741,0.8174480445777396
H742,0.0013602918986128558
H743,0.3655556678497307
H744,0.5926465260370738
H745,0.7462650876970917
H746,0.752003547631414
H747,0.12633365575548736
H748,0.644321013235932
H749,0.0005990337245825082
H750,0.3610381443669583
H751,0.8143728054575297
H752,0.6385169389909323
H753,0.00019569472087568803
H754,0.1541016716998305
H755,0.4955121228365866
H756,0.10965842969341198
H757,0.3700999581912318
H758,0.3853443834792867
H759,0.13851436971489892
H760,0.5267819146056477
H761,0.009395132720020734
H762,0.4438714216192511
H763,0.5127441372681547
H764,0.7916174439295267
H765,0.015148818565232753
H766,0.4545514933332981
H767,0.5422656307347803
H768,0.05390235531271077
H769,0.49969362593816313
H770,0.6277040309753218
H771,0.14512682673298583
H772,0.37112626944846316
H773,0.778988281691318
H774,0.38135343300106167
H775,0.8001316571650017
H776,0.13938180517921828
H777,0.16466160914637565
H778,0.01937579308641573
H779,0.25535207714956754
H780,0.14172748192610118
H781,0.7290423483804629
H782,0.7267755785901354
H783,0.07937615691063353
H784,0.7310901235609103
H785,0.08953709516624624
H786,0.06291638306002581
H787,0.5851409468051405
H788,0.28271864334342006
H789,0.012745345806661906
H790,0.04664526865144293
H791,0.7953275175121773
H792,0.00867272993261522
H793,0.10770462426846424
H794,0.23862530172617644
H795,0.7848278024618042
H796,0.8283839827301808
H797,0.5728463776732827
H798,0.3890898052231351
H799,0.43777481202348917
H800,0.12575664116435414
H801,0.3766279225579856
H802,0.3026106161870484
H803,0.6298650002308082
H804,0.2740653102673067
H805,0.8142052878978926
H806,0.7844294043088794
H807,0.5119181857958053
H808,0.5370833227339429
H809,0.22694517633405564
H810,0.23472847806723518
H811,0.6107786900669151
H812,0.7382652947340329
H813,0.35954812963133614
H814,0.6082057719392608
H815,0.02961742007581226
H816,0.057573093155161924
H817,0.7259501593044896
H818,0.1822198731367185
H819,0.7621534217059038
H820,0.5460613203430316
H821,0.4647288042218385
H822,0.08165663508099959
H823,0.45236179311969815
H824,0.8345559640279478
H825,0.8001655350621927
H826,0.5705169917542432
H827,0.42157562377778557
H828,0.4137323358449922
H829,0.7471776824365014
H830,0.18489100992586877
H831,0.8160272796966818
H832,0.03963865895329824
H833,0.47167644347969734
H834,0.024462675006496497
H835,0.0022458258899360544
H836,0.8009516581261875
H837,0.5592498819678144
H838,0.16688438336053618
H839,0.7892689249236312
H840,0.015549379777665804
H841,0.404720056139037
H842,0.27971699522271803
H843,0.3565939427229791
H844,0.5757156063679396
H845,0.6597847293990136
H846,0.37142044131673096
H847,0.2738049452500391
H848,0.19574277955212865
H849,0.23209973739768033
H850,0.11424111952626796
H851,0.753500289566844
H852,0.11448766505901076
H853,0.7546874630435383
H854,0.28818134131661505
H855,0.038121575722319556
H856,0.6727253982458923
H857,0.3059363762571262
H858,0.7248199339508575
H859,0.41178822689100125
H860,0.007489368552920092
H861,0.3136503890447486
H862,0.6030758738399145
H863,0.8184134040662109
H864,0.5688930155836669
H865,0.13805208498477903
H866,0.4111190933312892
H867,0.7602808792672706
H868,0.6075249464521343
H869,0.07985617432136874
H870,0.25877583870025145
H871,0.01430031542147027
H872,0.43561342834701694
H873,0.4420128301576993
H874,0.8107698151667523
H875,0.11138546128761384
H876,0.09912881821702785
H877,0.3317359625406207
H878,0.59835261862697
H879,0.3837679042626864
H880,0.026078299614922796
H881,0.7444399464898758
H882,0.7995049748503982
H883,0.1789229635995295
H884,0.6146852242421739
H885,0.015914464286352372
H886,0.04532112138729549
H887,0.6829364205781877
H888,0.822992202016024
H889,0.7886394250691052
H890,0.056485319306619354
H891,0.7869560807092933
H892,0.14089076665405176
H893,0.5834759024196586
H894,0.6472337604790058
H895,0.8152741314303068
H896,0.8311409125106113
H897,0.7139392782866987
H898,0.03832159325411175
H899,0.27316534641213625
H900,0.345596628358239
H901,0.7975718405677888
H902,0.0037387820046230064
H903,0.8370966186175108
H904,0.6529828392100959
H905,0.3832875474533856
H906,0.024852907529842063
H907,0.7688512771758437
H908,0.7861879545161221
H909,0.00019107386845810826
H910,0.06770589301586084
H911,0.39182354433858624
H912,0.3018283004750353
H913,0.46016421424638787
H914,0.18112965235457407
H915,0.04423156948700939
H916,0.006555743858679478
H917,0.5886258560615812
H918,0.41794931404587476
H919,0.01181926468929142
H920,0.08250818064208582
H921,0.3804884410958118
H922,0.10524487284426444
H923,0.38272125605544044
H924,0.8048875640918803
H925,0.5164460639629206
H926,0.2318217621577592
H927,0.4781175488088161
H928,0.14228213724335548
H929,0.6558926933402295
H930,0.5797436359828434
H931,0.62915502749213
H932,0.36713654560921716
H933,0.792011121590551
H934,0.42359707329608265
H935,0.3169766333474354
H936,0.009289395989433518
H937,0.7902284862016665
H938,0.12546471059308026
H939,0.401467287407043
H940,0.15352773386837248
H941,0.26897050485808216
H942,0.24821565658785702
H943,0.017869662434230448
H944,0.5806199569005639
H945,0.781014576154694
H946,0.32290083846416123
H947,0.6641419554297532
H948,0.03630873357683979
H949,0.052813465519151725
H950,0.045817312721587476
H951,0.7739954661249178
H952,0.5884495387029027
H953,0.4927132474958199
H954,0.22605553289899233
H955,0.7958559357651822
H956,0.8030586141477822
H957,0.7781630338803317
H958,0.6914102897109947
H959,0.0018705608703295119
H960,0.7695707969332706
H961,0.026275347653284226
H962,0.005358263252796361
H963,0.1722134761954614
H964,0.6348965072675662
H965,0.5991784931867559
H966,0.4945216237080899
H967,0.7272358983514738
H968,0.7650604014130797
H969,0.5930411017869222
H970,0.6633225760691369
H971,0.2877391734265605
H972,0.19870282616498805
H973,0.7718577194580115
H974,0.3381378522130583
H975,0.3022287108531775
H976,0.8299589669578482
H977,0.7823919051322676
H978,0.42626043978281136
H979,0.7432281400733274
H980,0.022659828583937645
H981,0.7653928512988099
H982,0.8236694578021143
H983,0.07101751848565274
H984,0.2192851816663591
H985,0.3579942719176826
H986,0.06642595426341308
H987,0.8036600335972685
H988,0.0009399048943467016
H989,0.3647041471397337
H990,0.05403933576332927
H991,0.772114658372371
H992,0.22476342191354812
H993,0.728830156148746
H994,0.565283735101237
H995,0.7149443679556732
H996,0.07361135290714732
H997,0.603316669462909
H998,0.3966755294396428
H999,0.03341722251366825
H1000,0.06849742470763721
H1001,0.7889404204267043
H1002,0.05876112025101708
H1003,0.20756880199233266
H1004,0.7248905906231349
H1005,0.4375383362773167
H1006,0.5028565754222051
H1007,0.5193439340116931
H1008,0.8317121683221049
H1009,0.7540015751933293
H1010,0.8256112151671728
H1011,0.10536108086287574
H1012,0.08812109762392896
H1013,0.7247521678160227
H1014,0.42385932210977967
H1015,0.7646356788943566
H1016,0.6137885235828675
H1017,0.19486377834921983
H1018,0.7019528788096557
H1019,0.6084168012044072
H1020,0.670040095463199
H1021,0.6806456613944689
H1022,0.3732854220575665
H1023,0.45185532105917414
H1024,0.04031589819127187
H1025,0.30858213269298607
H1026,0.34777924421648443
H1027,0.7013233865434487
H1028,0.43952722205560957
H1029,0.5042372376465174
H1030,0.6326857597834635
H1031,0.45491536952117423
H1032,0.06957487044009555
H1033,0.5457448334866927
H1034,0.06070336588339182
H1035,0.23206087780516393
H1036,0.3350147026373716
H1037,0.43426469873200985
H1038,0.8030052223985155
H1039,0.7989714927336126
H1040,0.7988668184737021
H1041,0.7827842017762925
H1042,0.03792914465631264
H1043,0.05725038048244286
H1044,0.01858686193016618
H1045,0.6850259028546145
H1046,0.5604548770942385
H1047,0.189019052151307
H1048,0.3755122201721073
H1049,0.04721593647622258
H1050,0.4185669895997927
H1051,0.5282910055932022
H1052,0.6608141960700923
H1053,0.32990748440103373
H1054,0.468489163787422
H1055,0.10829522161383931
H1056,0.24297014417287197
H1057,0.0003614560620049641
H1058,0.5918880419449762
H1059,0.6275698027282784
H1060,0.1825955897579318
H1061,0.36828967416280545
H1062,0.3494359906783138
H1063,0.0695143914317771
H1064,0.43371126702757523
H1065,0.7611515241490069
H1066,0.005907479828203492
H1067,0.3111533771357918
H1068,0.6373478762810731
H1069,0.04846949394582974
H1070,0.8103579713839397
H1071,0.5943757184304942
H1072,0.43957890956996715
H1073,0.8107395106772912
H1074,0.006771342179692203
H1075,0.023995504657899673
H1076,0.2083625079655545
H1077,0.3626781139067773
H1078,0.8343482614075455
H1079,0.1892639658309131
H1080,0.7913773784193084
H1081,0.6731201266895072
H1082,0.5772600485919334
H1083,0.7582917948835698
H1084,0.4738918063350069
H1085,0.434731852751738
H1086,0.5056156535417985
H1087,0.5330721309634071
H1088,0.6572860058922725
H1089,0.596998898274987
H1090,0.0020600952600293523
H1091,0.30305527832191936
H1092,0.7478482341831584
H1093,0.6621472885264171
H1094,0.8060267986224265
H1095,0.31467317138917855
H1096,0.311959587218866
H1097,0.36845784478389504
H1098,0.6771721851089196
H1099,0.8102204774773745
H1100,0.6600324938043854
H1101,0.7876326165688072
H1102,0.5820861464331545
H1103,0.6669817849289423
H1104,0.7503339363216593
H1105,0.6984143965232956
H1106,0.5905730035186565
H1107,0.6290026036425471
H1108,0.02967361055639037
H1109,0.06178725893425492
H1110,0.3340314084523515
H1111,0.5658331961857151
H1112,0.691492866626301
H1113,0.4558319746993988
H1114,0.008197881924292832
H1115,0.3886416758889202
H1116,0.8155651293184015
H1117,0.0396533884130032
H1118,0.4698679085653004
H1119,0.5099150404645904
H1120,0.5427520741831144
H1121,0.21753925009365435
H1122,0.4708055014840801
H1123,0.7541434343606016
H1124,0.009191706382546901
H1125,0.7875851509420877
H1126,0.0009373175768796312
H1127,0.20848763284364807
H1128,0.6289682170758181
H1129,0.8292919865503532
H1130,0.06632676952751834
H1131,0.5976507371115487
H1132,0.22005214656881858
H1133,0.2100337542312432
H1134,0.266889323201052
H1135,0.12421201102059323
H1136,0.029962925417944777
H1137,0.5247025217562624
H1138,0.08455368581278774
H1139,0.1520435198344671
H1140,0.7496648316553886
H1141,0.09544250047134752
H1142,0.5339898568805588
H1143,0.562730797235483
H1144,0.5368175509628617
H1145,0.8204234386638577
H1146,0.8323721423984763
H1147,0.7816160215691569
H1148,0.7612628409699105
H1149,0.5929834018403775
H1150,0.8212026815280883
H1151,0.7441008212682888
H1152,0.6247345241039114
H1153,0.129552025269805
H1154,0.7123720763598571
H1155,0.7221609790308336
H1156,0.4751457510402587
